24, 4.5, 400, 0.7, 28027
24, 4.5, 400, 0.7, 28033327
24, 4.5, 400, 0.7, 280327332
24, 4.5, 400, 0.7, 28032735
24, 4.5, 400, 0.7, 280327565
24, 4.5, 400, 0.7, 28032765
24, 4.5, 400, 0.7, 2803276565
24, 4.5, 400, 0.7, 28032743
24, 4.5, 400, 0.7, 280327475
24, 4.5, 400, 0.7, 2803274589458
24, 4.5, 400, 0.7, 28032754
24, 4.5, 400, 0.7, 2803274589485
24, 4.5, 400, 0.7, 2803274534
24, 4.5, 400, 0.7, 28032745356
24, 4.5, 400, 0.7, 280327325467
24, 4.5, 400, 0.7, 28032723435678
24, 4.5, 400, 0.7, 2803273124567
24, 4.5, 400, 0.7, 28032732456
24, 4.5, 400, 0.7, 28032734567890
24, 4.5, 400, 0.7, 28032743652
24, 4.5, 400, 0.7, 28032743565326
24, 4.5, 400, 0.7, 28032745465
24, 4.5, 400, 0.7, 2803274354536
24, 4.5, 400, 0.7, 280327445454
24, 4.5, 400, 0.7, 28032745454545
24, 4.5, 400, 0.7, 2803274545454545
24, 4.5, 400, 0.7, 28032749859458954
24, 4.5, 400, 0.7, 28032794698459
24, 4.5, 400, 0.7, 2803279359593
24, 4.5, 400, 0.7, 28032739384
24, 4.5, 400, 0.7, 280327393
24, 4.5, 400, 0.7, 2803273
24, 4.5, 400, 0.7, 2803271111
24, 4.5, 400, 0.7, 28032711
24, 4.5, 400, 0.7, 280327234
